# MANUALLY MANAGED - this file was INITIALLY GENERATED by homm3.carve
# (provenance below) and is hand-owned after admission: boundary
# corrections are edited directly into these rows; do not regenerate
# over hand edits.
# generator: homm3.carve.relocs emit-relocs
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274 size=2732032
# date: 2026-08-04
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE
# per-site evidence for retail-relocs.tsv; dispositions explained there
site_rva	value	channel	detail	target_class	ctx	disposition
0x26e3e8	0x66f65c	data	.data	literal-interior	-	kept
0x26e3fc	0x66f650	data	.data	literal-start	-	kept
0x26e424	0x66f640	data	.data	literal-start	-	kept
0x26e428	0x66f630	data	.data	literal-start	-	kept
0x26e42c	0x66f630	data	.data	literal-start	-	kept
0x26e430	0x66f630	data	.data	literal-start	-	kept
0x26e444	0x66f620	data	.data	literal-start	-	kept
0x26e448	0x66f610	data	.data	literal-start	-	kept
0x26e44c	0x66f610	data	.data	literal-start	-	kept
0x26e450	0x66f610	data	.data	literal-start	-	kept
0x26e454	0x66f610	data	.data	literal-start	-	kept
0x26e468	0x66f600	data	.data	literal-start	-	kept
0x26e46c	0x66f5f0	data	.data	literal-start	-	kept
0x26e470	0x66f5f0	data	.data	literal-start	-	kept
0x26e474	0x66f5f0	data	.data	literal-start	-	kept
0x26e478	0x66f5f0	data	.data	literal-start	-	kept
0x26e490	0x66f5e0	data	.data	literal-start	-	kept
0x26e4b4	0x66f5d0	data	.data	literal-start	-	kept
0x26e4d8	0x66f5c0	data	.data	literal-start	-	kept
0x26e4f8	0x66f5b0	data	.data	literal-start	-	kept
0x26e4fc	0x66f5a0	data	.data	literal-start	-	kept
0x26e500	0x66f590	data	.data	literal-start	-	kept
0x26e520	0x66f580	data	.data	literal-start	-	kept
0x26e538	0x5e011b	data	.data	code-isolated	-	review-isolated-interior
0x26e540	0x66f570	data	.data	literal-start	-	kept
0x26e55c	0x5e011b	data	.data	code-isolated	-	review-isolated-interior
0x26e564	0x66f560	data	.data	literal-start	-	kept
0x26e588	0x66f550	data	.data	literal-start	-	kept
0x26e5ac	0x66f540	data	.data	literal-start	-	kept
0x26e5b0	0x66f530	data	.data	literal-start	-	kept
0x26e5b4	0x66f530	data	.data	literal-start	-	kept
0x26e5b8	0x66f530	data	.data	literal-start	-	kept
0x26e5bc	0x66f530	data	.data	literal-start	-	kept
0x26e5d4	0x66f520	data	.data	literal-start	-	kept
0x26e5d8	0x66f510	data	.data	literal-interior	-	kept
0x26e5dc	0x66f510	data	.data	literal-interior	-	kept
0x26e5e0	0x66f510	data	.data	literal-interior	-	kept
0x26e5f4	0x66f504	data	.data	literal-start	-	kept
0x26e61c	0x66f4f4	data	.data	literal-start	-	kept
0x26e620	0x66f4e4	data	.data	literal-start	-	kept
0x26e624	0x66f4e4	data	.data	literal-start	-	kept
0x26e628	0x66f4e4	data	.data	literal-start	-	kept
0x26e63c	0x66f4d4	data	.data	literal-start	-	kept
0x26e640	0x66f4d4	data	.data	literal-start	-	kept
0x26e644	0x66f4d4	data	.data	literal-start	-	kept
0x26e648	0x66f4d4	data	.data	literal-start	-	kept
0x26e64c	0x66f4d4	data	.data	literal-start	-	kept
0x26e664	0x66f4c4	data	.data	literal-start	-	kept
0x26e668	0x66f4b4	data	.data	literal-interior	-	kept
0x26e66c	0x66f4b4	data	.data	literal-interior	-	kept
0x26e670	0x66f4b4	data	.data	literal-interior	-	kept
0x26e684	0x66f4a8	data	.data	literal-start	-	kept
0x26e6ac	0x66f498	data	.data	literal-start	-	kept
0x26e6b0	0x66f488	data	.data	literal-start	-	kept
0x26e6b4	0x66f488	data	.data	literal-start	-	kept
0x26e6b8	0x66f488	data	.data	literal-start	-	kept
0x26e6cc	0x66f478	data	.data	literal-start	-	kept
0x26e6d0	0x66f468	data	.data	literal-start	-	kept
0x26e6d4	0x66f468	data	.data	literal-start	-	kept
0x26e6d8	0x66f468	data	.data	literal-start	-	kept
0x26e6dc	0x66f468	data	.data	literal-start	-	kept
0x26e6f0	0x66f458	data	.data	literal-start	-	kept
0x26e6f4	0x66f448	data	.data	literal-start	-	kept
0x26e6f8	0x66f448	data	.data	literal-start	-	kept
0x26e6fc	0x66f448	data	.data	literal-start	-	kept
0x26e700	0x66f448	data	.data	literal-start	-	kept
0x26e718	0x66f438	data	.data	literal-start	-	kept
0x26e73c	0x66f428	data	.data	literal-start	-	kept
0x26e760	0x66f418	data	.data	literal-start	-	kept
0x26e780	0x66f408	data	.data	literal-start	-	kept
0x26e784	0x66f3f8	data	.data	literal-start	-	kept
0x26e788	0x66f3e8	data	.data	literal-start	-	kept
0x26e7a8	0x66f3d8	data	.data	literal-start	-	kept
0x26e7c0	0x5a019a	data	.data	code-isolated	-	review-isolated-interior
0x26e7c8	0x66f3c8	data	.data	literal-start	-	kept
0x26e7e4	0x5b019a	data	.data	code-isolated	-	review-isolated-interior
0x26e7ec	0x66f3b8	data	.data	literal-start	-	kept
0x26e810	0x66f3a8	data	.data	literal-start	-	kept
0x26e834	0x66f398	data	.data	literal-start	-	kept
0x26e838	0x66f388	data	.data	literal-start	-	kept
0x26e83c	0x66f388	data	.data	literal-start	-	kept
0x26e840	0x66f388	data	.data	literal-start	-	kept
0x26e844	0x66f388	data	.data	literal-start	-	kept
0x26e850	0x450216	data	.data	code-isolated	-	review-isolated-interior
0x26e85c	0x66f378	data	.data	literal-start	-	kept
0x26e860	0x66f368	data	.data	literal-interior	-	kept
0x26e864	0x66f368	data	.data	literal-interior	-	kept
0x26e868	0x66f368	data	.data	literal-interior	-	kept
0x26e874	0x6b01f3	data	.data	data	-	kept
0x26e87c	0x66f35c	data	.data	literal-start	-	kept
0x26e8a4	0x66f34c	data	.data	literal-start	-	kept
0x26e8a8	0x66f33c	data	.data	literal-start	-	kept
0x26e8ac	0x66f33c	data	.data	literal-start	-	kept
0x26e8b0	0x66f33c	data	.data	literal-start	-	kept
0x26e8c4	0x66f32c	data	.data	literal-start	-	kept
0x26e8c8	0x66f32c	data	.data	literal-start	-	kept
0x26e8cc	0x66f32c	data	.data	literal-start	-	kept
0x26e8d0	0x66f32c	data	.data	literal-start	-	kept
0x26e8d4	0x66f32c	data	.data	literal-start	-	kept
0x26e8ec	0x66f31c	data	.data	literal-start	-	kept
0x26e8f0	0x66f30c	data	.data	literal-interior	-	kept
0x26e8f4	0x66f30c	data	.data	literal-interior	-	kept
0x26e8f8	0x66f30c	data	.data	literal-interior	-	kept
0x26e90c	0x66f300	data	.data	literal-start	-	kept
0x26e934	0x66f2f0	data	.data	literal-start	-	kept
0x26e938	0x66f2e0	data	.data	literal-start	-	kept
0x26e93c	0x66f2e0	data	.data	literal-start	-	kept
0x26e940	0x66f2e0	data	.data	literal-start	-	kept
0x26e954	0x66f2d0	data	.data	literal-start	-	kept
0x26e958	0x66f2c0	data	.data	literal-start	-	kept
0x26e95c	0x66f2c0	data	.data	literal-start	-	kept
0x26e960	0x66f2c0	data	.data	literal-start	-	kept
0x26e964	0x66f2c0	data	.data	literal-start	-	kept
0x26e978	0x66f2b0	data	.data	literal-start	-	kept
0x26e97c	0x66f2a0	data	.data	literal-start	-	kept
0x26e980	0x66f2a0	data	.data	literal-start	-	kept
0x26e984	0x66f2a0	data	.data	literal-start	-	kept
0x26e988	0x66f2a0	data	.data	literal-start	-	kept
0x26e9a0	0x66f290	data	.data	literal-start	-	kept
0x26e9c4	0x66f280	data	.data	literal-start	-	kept
0x26e9e8	0x66f270	data	.data	literal-start	-	kept
0x26ea08	0x66f260	data	.data	literal-start	-	kept
0x26ea0c	0x66f250	data	.data	literal-start	-	kept
0x26ea10	0x66f240	data	.data	literal-start	-	kept
0x26ea30	0x66f230	data	.data	literal-start	-	kept
0x26ea48	0x5f017f	data	.data	code-isolated	-	review-isolated-interior
0x26ea50	0x66f220	data	.data	literal-start	-	kept
0x26ea6c	0x460178	data	.data	code-isolated	-	review-isolated-interior
0x26ea74	0x66f210	data	.data	literal-start	-	kept
0x26ea98	0x66f200	data	.data	literal-start	-	kept
0x26eabc	0x66f1f0	data	.data	literal-start	-	kept
0x26eac0	0x66f1e0	data	.data	literal-start	-	kept
0x26eac4	0x66f1e0	data	.data	literal-start	-	kept
0x26eac8	0x66f1e0	data	.data	literal-start	-	kept
0x26eacc	0x66f1e0	data	.data	literal-start	-	kept
0x26ead8	0x50020e	data	.data	code-isolated	-	review-isolated-interior
0x26eae4	0x66f1d0	data	.data	literal-start	-	kept
0x26eae8	0x66f1c0	data	.data	literal-interior	-	kept
0x26eaec	0x66f1c0	data	.data	literal-interior	-	kept
0x26eaf0	0x66f1c0	data	.data	literal-interior	-	kept
0x26eb04	0x66f1b4	data	.data	literal-start	-	kept
0x26eb2c	0x66f1a4	data	.data	literal-start	-	kept
0x26eb30	0x66f194	data	.data	literal-start	-	kept
0x26eb34	0x66f194	data	.data	literal-start	-	kept
0x26eb38	0x66f194	data	.data	literal-start	-	kept
0x26eb4c	0x66f184	data	.data	literal-start	-	kept
0x26eb50	0x66f184	data	.data	literal-start	-	kept
0x26eb54	0x66f184	data	.data	literal-start	-	kept
0x26eb58	0x66f184	data	.data	literal-start	-	kept
0x26eb5c	0x66f184	data	.data	literal-start	-	kept
0x26eb74	0x66f174	data	.data	literal-start	-	kept
0x26eb78	0x66f164	data	.data	literal-interior	-	kept
0x26eb7c	0x66f164	data	.data	literal-interior	-	kept
0x26eb80	0x66f164	data	.data	literal-interior	-	kept
0x26eb94	0x66f158	data	.data	literal-start	-	kept
0x26ebbc	0x66f148	data	.data	literal-start	-	kept
0x26ebc0	0x66f138	data	.data	literal-start	-	kept
0x26ebc4	0x66f138	data	.data	literal-start	-	kept
0x26ebc8	0x66f138	data	.data	literal-start	-	kept
0x26ebdc	0x66f128	data	.data	literal-start	-	kept
0x26ebe0	0x66f118	data	.data	literal-start	-	kept
0x26ebe4	0x66f118	data	.data	literal-start	-	kept
0x26ebe8	0x66f118	data	.data	literal-start	-	kept
0x26ebec	0x66f118	data	.data	literal-start	-	kept
0x26ec00	0x66f108	data	.data	literal-start	-	kept
0x26ec04	0x66f0f8	data	.data	literal-start	-	kept
0x26ec08	0x66f0f8	data	.data	literal-start	-	kept
0x26ec0c	0x66f0f8	data	.data	literal-start	-	kept
0x26ec10	0x66f0f8	data	.data	literal-start	-	kept
0x26ec28	0x66f0e8	data	.data	literal-start	-	kept
0x26ec4c	0x66f0d8	data	.data	literal-start	-	kept
0x26ec70	0x66f0c8	data	.data	literal-start	-	kept
0x26ec90	0x66f0b8	data	.data	literal-start	-	kept
0x26ec94	0x66f0a8	data	.data	literal-start	-	kept
0x26ec98	0x66f098	data	.data	literal-start	-	kept
0x26ecb8	0x66f088	data	.data	literal-start	-	kept
0x26ecd0	0x500197	data	.data	code-isolated	-	review-isolated-interior
0x26ecd8	0x66f078	data	.data	literal-start	-	kept
0x26ecf4	0x500197	data	.data	code-isolated	-	review-isolated-interior
0x26ecfc	0x66f068	data	.data	literal-start	-	kept
0x26ed20	0x66f058	data	.data	literal-start	-	kept
0x26ed44	0x66f048	data	.data	literal-start	-	kept
0x26ed48	0x66f038	data	.data	literal-start	-	kept
0x26ed4c	0x66f038	data	.data	literal-start	-	kept
0x26ed50	0x66f048	data	.data	literal-start	-	kept
0x26ed6c	0x66f028	data	.data	literal-start	-	kept
0x26ed70	0x66f018	data	.data	literal-interior	-	kept
0x26ed74	0x66f018	data	.data	literal-interior	-	kept
0x26ed84	0x6101ea	data	.data	code-isolated	-	review-isolated-interior
0x26ed8c	0x66f00c	data	.data	literal-start	-	kept
0x26edb4	0x66effc	data	.data	literal-start	-	kept
0x26edb8	0x66efec	data	.data	literal-start	-	kept
0x26edbc	0x66efec	data	.data	literal-start	-	kept
0x26edd4	0x66efdc	data	.data	literal-start	-	kept
0x26edd8	0x66efdc	data	.data	literal-start	-	kept
0x26eddc	0x66efdc	data	.data	literal-start	-	kept
0x26ede0	0x66efdc	data	.data	literal-start	-	kept
0x26edfc	0x66efcc	data	.data	literal-start	-	kept
0x26ee00	0x66efbc	data	.data	literal-interior	-	kept
0x26ee04	0x66efbc	data	.data	literal-interior	-	kept
0x26ee1c	0x66efb0	data	.data	literal-start	-	kept
0x26ee44	0x66efa0	data	.data	literal-start	-	kept
0x26ee48	0x66ef90	data	.data	literal-start	-	kept
0x26ee4c	0x66ef90	data	.data	literal-start	-	kept
0x26ee64	0x66ef80	data	.data	literal-start	-	kept
0x26ee68	0x66ef70	data	.data	literal-start	-	kept
0x26ee6c	0x66ef70	data	.data	literal-start	-	kept
0x26ee70	0x66ef60	data	.data	literal-start	-	kept
0x26ee88	0x66ef50	data	.data	literal-start	-	kept
0x26ee8c	0x66ef40	data	.data	literal-start	-	kept
0x26ee90	0x66ef40	data	.data	literal-start	-	kept
0x26ee94	0x66ef40	data	.data	literal-start	-	kept
0x26eeb0	0x66ef30	data	.data	literal-start	-	kept
0x26eed4	0x66ef20	data	.data	literal-start	-	kept
0x26eef8	0x66ef10	data	.data	literal-start	-	kept
0x2701a8	0x67020c	data	.data	literal-start	-	kept
0x2701ac	0x670200	data	.data	literal-start	-	kept
0x2701b0	0x6701f0	data	.data	literal-start	-	kept
0x2701b4	0x6701e0	data	.data	literal-start	-	kept
0x2701b8	0x6701cc	data	.data	literal-start	-	kept
0x2701bc	0x6701c0	data	.data	literal-start	-	kept
0x27029c	0x695038	data	.data	data	-	kept
0x2703c0	0x67550c	data	.data	literal-start	-	kept
0x2703c4	0x675500	data	.data	literal-start	-	kept
0x270434	0x6754f8	data	.data	literal-start	-	kept
0x270438	0x6754ec	data	.data	literal-start	-	kept
0x2704a8	0x6754e4	data	.data	literal-start	-	kept
0x2704ac	0x6754d8	data	.data	literal-start	-	kept
0x27051c	0x6754d0	data	.data	literal-start	-	kept
0x270520	0x6754c4	data	.data	literal-start	-	kept
0x270590	0x6754bc	data	.data	literal-start	-	kept
0x270594	0x6754b0	data	.data	literal-start	-	kept
0x270604	0x6754a8	data	.data	literal-start	-	kept
0x270608	0x67549c	data	.data	literal-start	-	kept
0x270678	0x675494	data	.data	literal-start	-	kept
0x27067c	0x675488	data	.data	literal-start	-	kept
0x2706ec	0x675480	data	.data	literal-start	-	kept
0x2706f0	0x675474	data	.data	literal-start	-	kept
0x270760	0x67546c	data	.data	literal-start	-	kept
0x270764	0x675460	data	.data	literal-start	-	kept
0x2707d4	0x675458	data	.data	literal-start	-	kept
0x2707d8	0x67544c	data	.data	literal-start	-	kept
0x270848	0x675444	data	.data	literal-start	-	kept
0x27084c	0x675438	data	.data	literal-start	-	kept
0x2708bc	0x675430	data	.data	literal-start	-	kept
0x2708c0	0x675424	data	.data	literal-start	-	kept
0x270930	0x67541c	data	.data	literal-start	-	kept
0x270934	0x675410	data	.data	literal-start	-	kept
0x2709a4	0x675408	data	.data	literal-start	-	kept
0x2709a8	0x6753fc	data	.data	literal-start	-	kept
0x270a18	0x6753f4	data	.data	literal-start	-	kept
0x270a1c	0x6753e8	data	.data	literal-start	-	kept
0x270a8c	0x6753e0	data	.data	literal-start	-	kept
0x270a90	0x6753d4	data	.data	literal-start	-	kept
0x270b00	0x6753cc	data	.data	literal-start	-	kept
0x270b04	0x6753c0	data	.data	literal-start	-	kept
0x270b74	0x6753b8	data	.data	literal-start	-	kept
0x270b78	0x6753ac	data	.data	literal-start	-	kept
0x270be8	0x6753a4	data	.data	literal-start	-	kept
0x270bec	0x675398	data	.data	literal-start	-	kept
0x270c5c	0x675390	data	.data	literal-start	-	kept
0x270c60	0x675384	data	.data	literal-start	-	kept
0x270cd0	0x67537c	data	.data	literal-start	-	kept
0x270cd4	0x675370	data	.data	literal-start	-	kept
0x270d44	0x675368	data	.data	literal-start	-	kept
0x270d48	0x67535c	data	.data	literal-start	-	kept
0x270db8	0x675354	data	.data	literal-start	-	kept
0x270dbc	0x675348	data	.data	literal-start	-	kept
0x270e2c	0x675340	data	.data	literal-start	-	kept
0x270e30	0x675334	data	.data	literal-start	-	kept
0x270ea0	0x67532c	data	.data	literal-start	-	kept
0x270ea4	0x675320	data	.data	literal-start	-	kept
0x270f14	0x675318	data	.data	literal-start	-	kept
0x270f18	0x67530c	data	.data	literal-start	-	kept
0x270f88	0x675304	data	.data	literal-start	-	kept
0x270f8c	0x6752f8	data	.data	literal-start	-	kept
0x270ffc	0x6752f0	data	.data	literal-start	-	kept
0x271000	0x6752e4	data	.data	literal-start	-	kept
0x271070	0x6752dc	data	.data	literal-start	-	kept
0x271074	0x6752d0	data	.data	literal-start	-	kept
0x2710e4	0x6752c8	data	.data	literal-start	-	kept
0x2710e8	0x6752bc	data	.data	literal-start	-	kept
0x271158	0x6752b4	data	.data	literal-start	-	kept
0x27115c	0x6752a8	data	.data	literal-start	-	kept
0x2711cc	0x6752a0	data	.data	literal-start	-	kept
0x2711d0	0x675294	data	.data	literal-start	-	kept
0x271240	0x67528c	data	.data	literal-start	-	kept
0x271244	0x675280	data	.data	literal-start	-	kept
0x2712b4	0x675278	data	.data	literal-start	-	kept
0x2712b8	0x67526c	data	.data	literal-start	-	kept
0x271328	0x675264	data	.data	literal-start	-	kept
0x27132c	0x675258	data	.data	literal-start	-	kept
0x27139c	0x675250	data	.data	literal-start	-	kept
0x2713a0	0x675244	data	.data	literal-start	-	kept
0x271410	0x67523c	data	.data	literal-start	-	kept
0x271414	0x675230	data	.data	literal-start	-	kept
0x271484	0x675228	data	.data	literal-start	-	kept
0x271488	0x67521c	data	.data	literal-start	-	kept
0x2714f8	0x675214	data	.data	literal-start	-	kept
0x2714fc	0x675208	data	.data	literal-start	-	kept
0x27156c	0x675200	data	.data	literal-start	-	kept
0x271570	0x6751f4	data	.data	literal-start	-	kept
0x2715e0	0x6751ec	data	.data	literal-start	-	kept
0x2715e4	0x6751e0	data	.data	literal-start	-	kept
0x271654	0x6751d8	data	.data	literal-start	-	kept
0x271658	0x6751cc	data	.data	literal-start	-	kept
0x2716c8	0x6751c4	data	.data	literal-start	-	kept
0x2716cc	0x6751b8	data	.data	literal-start	-	kept
0x27173c	0x6751b0	data	.data	literal-start	-	kept
0x271740	0x6751a4	data	.data	literal-start	-	kept
0x2717b0	0x67519c	data	.data	literal-start	-	kept
0x2717b4	0x675190	data	.data	literal-start	-	kept
0x271824	0x675188	data	.data	literal-start	-	kept
0x271828	0x67517c	data	.data	literal-start	-	kept
0x271898	0x675174	data	.data	literal-start	-	kept
0x27189c	0x675168	data	.data	literal-start	-	kept
0x27190c	0x675160	data	.data	literal-start	-	kept
0x271910	0x675154	data	.data	literal-start	-	kept
0x271980	0x67514c	data	.data	literal-start	-	kept
0x271984	0x675140	data	.data	literal-start	-	kept
0x2719f4	0x675138	data	.data	literal-start	-	kept
0x2719f8	0x67512c	data	.data	literal-start	-	kept
0x271a68	0x675124	data	.data	literal-start	-	kept
0x271a6c	0x675118	data	.data	literal-start	-	kept
0x271adc	0x675110	data	.data	literal-start	-	kept
0x271ae0	0x675104	data	.data	literal-start	-	kept
0x271b50	0x6750fc	data	.data	literal-start	-	kept
0x271b54	0x6750f0	data	.data	literal-start	-	kept
0x271bc4	0x6750e8	data	.data	literal-start	-	kept
0x271bc8	0x6750dc	data	.data	literal-start	-	kept
0x271c38	0x6750d4	data	.data	literal-start	-	kept
0x271c3c	0x6750c8	data	.data	literal-start	-	kept
0x271cac	0x6750c0	data	.data	literal-start	-	kept
0x271cb0	0x6750b4	data	.data	literal-start	-	kept
0x271d20	0x6750ac	data	.data	literal-start	-	kept
0x271d24	0x6750a0	data	.data	literal-start	-	kept
0x271d94	0x675098	data	.data	literal-start	-	kept
0x271d98	0x67508c	data	.data	literal-start	-	kept
0x271e08	0x675084	data	.data	literal-start	-	kept
0x271e0c	0x675078	data	.data	literal-start	-	kept
0x271e7c	0x675070	data	.data	literal-start	-	kept
0x271e80	0x675064	data	.data	literal-start	-	kept
0x271ef0	0x67505c	data	.data	literal-start	-	kept
0x271ef4	0x675050	data	.data	literal-start	-	kept
0x271f64	0x675048	data	.data	literal-start	-	kept
0x271f68	0x67503c	data	.data	literal-start	-	kept
0x271fd8	0x675034	data	.data	literal-start	-	kept
0x271fdc	0x675028	data	.data	literal-start	-	kept
0x27204c	0x675020	data	.data	literal-start	-	kept
0x272050	0x675014	data	.data	literal-start	-	kept
0x2720c0	0x67500c	data	.data	literal-start	-	kept
0x2720c4	0x675000	data	.data	literal-start	-	kept
0x272134	0x674ff8	data	.data	literal-start	-	kept
0x272138	0x674fec	data	.data	literal-start	-	kept
0x2721a8	0x674fe4	data	.data	literal-start	-	kept
0x2721ac	0x674fd8	data	.data	literal-start	-	kept
0x27221c	0x674fd0	data	.data	literal-start	-	kept
0x272220	0x674fc4	data	.data	literal-start	-	kept
0x272290	0x674fbc	data	.data	literal-start	-	kept
0x272294	0x674fb0	data	.data	literal-start	-	kept
0x272304	0x674fa8	data	.data	literal-start	-	kept
0x272308	0x674f9c	data	.data	literal-start	-	kept
0x272378	0x674f94	data	.data	literal-start	-	kept
0x27237c	0x674f88	data	.data	literal-start	-	kept
0x2723ec	0x674f80	data	.data	literal-start	-	kept
0x2723f0	0x674f74	data	.data	literal-start	-	kept
0x272460	0x674f6c	data	.data	literal-start	-	kept
0x272464	0x674f60	data	.data	literal-start	-	kept
0x2724d4	0x674f58	data	.data	literal-start	-	kept
0x2724d8	0x674f4c	data	.data	literal-start	-	kept
0x272548	0x674f44	data	.data	literal-start	-	kept
0x27254c	0x674f38	data	.data	literal-start	-	kept
0x2725bc	0x674f30	data	.data	literal-start	-	kept
0x2725c0	0x674f24	data	.data	literal-start	-	kept
0x272630	0x674f1c	data	.data	literal-start	-	kept
0x272634	0x674f10	data	.data	literal-start	-	kept
0x2726a4	0x674f08	data	.data	literal-start	-	kept
0x2726a8	0x674efc	data	.data	literal-start	-	kept
0x272718	0x674ef4	data	.data	literal-start	-	kept
0x27271c	0x674ee8	data	.data	literal-start	-	kept
0x27278c	0x674ee0	data	.data	literal-start	-	kept
0x272790	0x674ed4	data	.data	literal-start	-	kept
0x272800	0x674ecc	data	.data	literal-start	-	kept
0x272804	0x674ec0	data	.data	literal-start	-	kept
0x272874	0x674eb8	data	.data	literal-start	-	kept
0x272878	0x674eac	data	.data	literal-start	-	kept
0x2728e8	0x674ea4	data	.data	literal-start	-	kept
0x2728ec	0x674e98	data	.data	literal-start	-	kept
0x27295c	0x674e90	data	.data	literal-start	-	kept
0x272960	0x674e84	data	.data	literal-start	-	kept
0x2729d0	0x674e7c	data	.data	literal-start	-	kept
0x2729d4	0x674e70	data	.data	literal-start	-	kept
0x272a44	0x674e68	data	.data	literal-start	-	kept
0x272a48	0x674e5c	data	.data	literal-start	-	kept
0x272ab8	0x674e54	data	.data	literal-start	-	kept
0x272abc	0x674e48	data	.data	literal-start	-	kept
0x272b2c	0x674e40	data	.data	literal-start	-	kept
0x272b30	0x674e34	data	.data	literal-start	-	kept
0x272ba0	0x674e2c	data	.data	literal-start	-	kept
0x272ba4	0x674e20	data	.data	literal-start	-	kept
0x272c14	0x674e18	data	.data	literal-start	-	kept
0x272c18	0x674e0c	data	.data	literal-start	-	kept
0x272c88	0x674e04	data	.data	literal-start	-	kept
0x272c8c	0x674df8	data	.data	literal-start	-	kept
0x272cfc	0x674df0	data	.data	literal-start	-	kept
0x272d00	0x674de4	data	.data	literal-start	-	kept
0x272d70	0x674ddc	data	.data	literal-start	-	kept
0x272d74	0x674dd0	data	.data	literal-start	-	kept
0x272de4	0x674dc8	data	.data	literal-start	-	kept
0x272de8	0x674dbc	data	.data	literal-start	-	kept
0x272e58	0x674db4	data	.data	literal-start	-	kept
0x272e5c	0x674da8	data	.data	literal-start	-	kept
0x272ecc	0x674da0	data	.data	literal-start	-	kept
0x272ed0	0x674d90	data	.data	literal-start	-	kept
0x272f40	0x674d88	data	.data	literal-start	-	kept
0x272f44	0x674d7c	data	.data	literal-start	-	kept
0x272fb4	0x674d74	data	.data	literal-start	-	kept
0x272fb8	0x674d68	data	.data	literal-start	-	kept
0x273028	0x674d60	data	.data	literal-start	-	kept
0x27302c	0x674d54	data	.data	literal-start	-	kept
0x27309c	0x674d4c	data	.data	literal-start	-	kept
0x2730a0	0x674d40	data	.data	literal-start	-	kept
0x273110	0x674d38	data	.data	literal-start	-	kept
0x273114	0x674d2c	data	.data	literal-start	-	kept
0x273184	0x674d24	data	.data	literal-start	-	kept
0x273188	0x674d18	data	.data	literal-start	-	kept
0x2731f8	0x674d10	data	.data	literal-start	-	kept
0x2731fc	0x674d04	data	.data	literal-start	-	kept
0x27326c	0x674cfc	data	.data	literal-start	-	kept
0x273270	0x674cf0	data	.data	literal-start	-	kept
0x2732e0	0x674ce8	data	.data	literal-start	-	kept
0x2732e4	0x674cdc	data	.data	literal-start	-	kept
0x273354	0x674cd4	data	.data	literal-start	-	kept
0x273358	0x674cc8	data	.data	literal-start	-	kept
0x2733c8	0x674cc0	data	.data	literal-start	-	kept
0x2733cc	0x674cb4	data	.data	literal-start	-	kept
0x27343c	0x674cac	data	.data	literal-start	-	kept
0x273440	0x674ca0	data	.data	literal-start	-	kept
0x2734b0	0x674c98	data	.data	literal-start	-	kept
0x2734b4	0x674c8c	data	.data	literal-start	-	kept
0x273524	0x674c84	data	.data	literal-start	-	kept
0x273528	0x674c78	data	.data	literal-start	-	kept
0x273598	0x674c70	data	.data	literal-start	-	kept
0x27359c	0x674c64	data	.data	literal-start	-	kept
0x27360c	0x674c5c	data	.data	literal-start	-	kept
0x273610	0x674c50	data	.data	literal-start	-	kept
0x273680	0x674c48	data	.data	literal-start	-	kept
0x273684	0x674c3c	data	.data	literal-start	-	kept
0x2736f4	0x674c34	data	.data	literal-start	-	kept
0x2736f8	0x674c28	data	.data	literal-start	-	kept
0x273768	0x674c20	data	.data	literal-start	-	kept
0x27376c	0x674c14	data	.data	literal-start	-	kept
0x2737dc	0x674c0c	data	.data	literal-start	-	kept
0x2737e0	0x674c00	data	.data	literal-start	-	kept
0x273850	0x674bf8	data	.data	literal-start	-	kept
0x273854	0x674bec	data	.data	literal-start	-	kept
0x2738c4	0x674be4	data	.data	literal-start	-	kept
0x2738c8	0x674bd8	data	.data	literal-start	-	kept
0x273938	0x674bd0	data	.data	literal-start	-	kept
0x27393c	0x674bc4	data	.data	literal-start	-	kept
0x2739ac	0x674bbc	data	.data	literal-interior	-	kept
0x2739b0	0x674bb0	data	.data	literal-start	-	kept
0x273a20	0x674ba8	data	.data	literal-start	-	kept
0x273a24	0x674b9c	data	.data	literal-start	-	kept
0x273a94	0x674b94	data	.data	literal-start	-	kept
0x273a98	0x674b88	data	.data	literal-start	-	kept
0x273b08	0x674b80	data	.data	literal-start	-	kept
0x273b0c	0x674b80	data	.data	literal-start	-	kept
0x273b7c	0x674b78	data	.data	literal-start	-	kept
0x273b80	0x674b6c	data	.data	literal-start	-	kept
0x273bf0	0x674b64	data	.data	literal-start	-	kept
0x273bf4	0x674b64	data	.data	literal-start	-	kept
0x273c64	0x674b5c	data	.data	literal-start	-	kept
0x273c68	0x674b50	data	.data	literal-start	-	kept
0x273cd8	0x674b48	data	.data	literal-start	-	kept
0x273cdc	0x674b48	data	.data	literal-start	-	kept
0x273d4c	0x674b40	data	.data	literal-start	-	kept
0x273d50	0x674b34	data	.data	literal-start	-	kept
0x273dc0	0x674b2c	data	.data	literal-start	-	kept
0x273dc4	0x674b2c	data	.data	literal-start	-	kept
0x273e34	0x674b24	data	.data	literal-start	-	kept
0x273e38	0x674b18	data	.data	literal-start	-	kept
0x273ea8	0x674b10	data	.data	literal-start	-	kept
0x273eac	0x674b04	data	.data	literal-start	-	kept
0x273f1c	0x674afc	data	.data	literal-start	-	kept
0x273f20	0x674af0	data	.data	literal-start	-	kept
