# Dreamcast CodeView corpus - DC offsets, reference evidence (see README.md).
name,type,value
temple_sound,0x2D1D,37
SPELL_SCROLL,0x2D17,93
eHeroAdela,0x1D96,9
eHeroNeelam,0x1D96,35
eHeroEngle,0x1D96,15
behemoth_generator_sound,0x2D1D,3
eHeroRislav,0x1D96,1
const_swordsman_generator,0x1C8D,33
HUT_OF_MAGI,0x2D17,37
SELECT_ATTACK_WALL,0x40FD,16
vampire_generator_sound,0x2D1D,8
wyvern_generator_sound,0x2D1D,33
eArtifactPendantOfTotalRecall,0x1B5A,107
eSchoolAll,0x1EEC,15
TERRAIN_OAK_TREE,0x2D17,135
WarSchoolInfo,0x2D31,10
pikeman_generator_sound,0x2D1D,36
const_stone_golem_generator,0x1C8D,32
RS_MONSTER_DROP,0x2CCD,1069
eCreatureStoneGolem,0x1BAC,32
eCreatureSkeletonWarrior,0x1BAC,57
griffin_generator_sound,0x2D1D,19
NOTHING,0x2D17,0
unicorn_generator_sound,0x2D1D,44
const_first_wall_target,0x204C,0
eArtifactOrbOfInhibition,0x1B5A,126
WateringHoleInfo,0x2D31,27
OBELISK,0x2D17,57
eSpellStoneWall,0x1B61,12
eSpellStoneGaze,0x1B61,70
DERELICT_SHIP,0x2D17,24
efreet_generator_sound,0x2D1D,65
gorgon_generator_sound,0x2D1D,0
MYSTICAL_GARDEN,0x2D17,55
eArtifactTalismanOfMana,0x1B5A,74
HALL_CITY_ID,0x1C8D,12
RType_sfx,0x1774,32
RType_text,0x1774,2
eArtifactEquestriansGloves,0x1B5A,70
eEncodeTilesetRLE,0x1772,2
eHeroAragorn,0x1D96,49
MaxInfoFlags,0x2D31,32
eRaceDemon,0x3DF3,0
eSecSkillBattleTactics,0x1AD8,19
eCreatureZombieLord,0x1BAC,59
RS_GAME_XFER_CONFIRM_END,0x2CCD,1081
eHeroPiquedram,0x1D96,32
eHeroUfretin,0x1D96,17
eHeroLorelei,0x1D96,80
eHeroJeddite,0x1D96,91
RType_advmask,0x1774,79
const_archmage_generator,0x1C8D,40
RES_BUILDING_TT_4,0x1B7A,26
RS_BAD_VERSION,0x2CCD,1046
eSpellDisguise,0x1B61,4
eHeroGaldwyn,0x1D96,11
eHeroGundula,0x1D96,109
eArtifactAngelFeatherArrows,0x1B5A,62
RS_COMBAT_TYPE,0x2CCD,1009
eHeroVerdish,0x1D96,123
shrine_sound,0x2D1D,38
BLACKSMITH_ID,0x1C8D,16
eTownRampart,0x1AB5,1
eRewardNone,0x7182,0
eSpellViewAir,0x1B61,5
eSpellViewEarth,0x1B61,3
faReadOnly,0x10BE,1
eCreatureMagog,0x1BAC,45
eSpellEffectShield,0x1F15,27
eArtifactVialOfLifeblood,0x1B5A,96
TERRAIN_ROAD_1,0x2D17,144
TERRAIN_ROAD_3,0x2D17,146
TERRAIN_ROAD_2,0x2D17,145
eHeroTyraxor,0x1D96,103
eHeroStraker,0x1D96,64
eTownNeutral,0x1AB5,(LF_SHORT) -1
eSpellFirstCombatSpell,0x1B61,10
eArtifactAngelWings,0x1B5A,72
eCreatureRedDragon,0x1BAC,82
eHeroDamacon,0x1D96,84
const_apprentice_gremlin_generator,0x1C8D,30
RES_SMALL_GOLD,0x1B7A,35
eHeroMoandor,0x1D96,66
eSpellClone,0x1B61,65
eHeroTorosar,0x1D96,36
STABLES_ID,0x1C8D,21
FaerieRingInfo,0x2D31,2
manticore_generator_sound,0x2D1D,58
eTerrainCursedGround,0x1C1A,14
eTargetLowerTower,0x204C,6
eSpellEffectLandMine,0x1F15,47
const_artifact_merchants,0x1C8D,17
eRewardSecondarySkill,0x7182,7
const_naga_guardian_generator,0x1C8D,42
const_monk_generator,0x1C8D,34
eHeroMelodia,0x1D96,29
CREATURE_BANK,0x2D17,16
eHeroHalon,0x1D96,41
eHeroJenova,0x1D96,30
eHeroXyron,0x1D96,52
FountainOfYouthInfo,0x2D31,13
need_more,0x54FF,0
eHeroAislinn,0x1D96,73
SELECT_CREATURE_SPELL,0x40FD,20
SELECT_ENEMY_TENT,0x40FD,21
e_pool_both,0x2DB6,3
LITH_TWOWAY,0x2D17,45
RS_SORT_MAPS,0x2CCD,1031
eSpellCounterstroke,0x1B61,58
magic_school_sound,0x2D1D,25
const_escape_tunnel,0x1C8D,17
eSpellTeleport,0x1B61,63
kNumMasteries,0x1A78,3
const_arch_devil_generator,0x1C8D,43
eHeroKyriell,0x1D96,28
eCreatureMinotaurKing,0x1BAC,79
TERRAIN_VOLCANIC_VENT,0x2D17,157
const_orc_chieftan_generator,0x1C8D,39
const_war_unicorn_generator,0x1C8D,42
eHeroMephala,0x1D96,16
black_market_sound,0x2D1D,26
BLACK_BOX,0x2D17,6
eArtifactCloverOfFortune,0x1B5A,46
const_minotaur_generator,0x1C8D,34
eTerrainSubterranean,0x1C1A,6
const_invalid_school,0x1EEC,0
ORE,0x1B7A,2
eHeroClavius,0x1D96,70
CARTOGRAPHER,0x2D17,13
eHeroGerwulf,0x1D96,118
eRiverNone,0x3571,0
eArtifactOrbOfTheFirmament,0x1B5A,79
eSpellWeakness,0x1B61,45
SANCTUARY,0x2D17,80
kNumAdventureSpells,0x1B61,10
LITH_ONEWAY_EXIT,0x2D17,44
faerie_ring_sound,0x2D1D,53
RS_MOVE_HERO,0x2CCD,1050
eSpellSpontaneousCombustion,0x1B61,21
eArtifactEversmokingRingOfSulfur,0x1B5A,113
eHeroSirChristian,0x1D96,6
eCreatureScorpicore,0x1BAC,81
OCEAN_BOTTLE,0x2D17,59
const_scholar_spell,0x2FBA,2
eSpellBacklash,0x1B61,36
RANDOM_ARTIFACT,0x2D17,65
ANCHOR_POINT,0x2D17,3
BLOCKS,0x47C6,7
elemental_conflux_sound,0x2D1D,43
RES_BUILDING_TT_5,0x1B7A,27
const_zombie_lord_generator,0x1C8D,38
eFortificationCitadel,0x42E1,2
const_artifact_requires_wisdom,0x2DAB,2
MAX_BUILDING_TYPE,0x1C8D,44
const_angel_generator,0x1C8D,36
CHECK3,0x47C6,9
CHECK4,0x47C6,8
CHECK1,0x47C6,11
CHECK2,0x47C6,10
const_gnoll_generator,0x1C8D,30
eHeroSkullreaver,0x1D96,68
hs_walk_se,0x3675,8
eSpellRemoveObstacle,0x1B61,64
hs_walk_s,0x3675,9
eSecSkillArchery,0x1AD8,1
eCreatureAirElemental,0x1BAC,112
eTownDungeon,0x1AB5,5
TERRAIN_CANYON,0x2D17,117
eArtifactBirdOfPerception,0x1B5A,63
RS_PLAYER_LOST,0x2CCD,1020
eFortificationNone,0x42E1,0
eCreatureObsidianGargoyle,0x1BAC,31
kNumPrimarySkills,0x2FBC,4
eTownInferno,0x1AB5,3
abandoned_mine_sound,0x2D1D,7
eArtifactGoldenBow,0x1B5A,91
eCreatureWarUnicorn,0x1BAC,25
HALL_TOWN_ID,0x1C8D,11
RES_BAD_MORALE,0x1B7A,16
eSpellBind,0x1B61,72
eSpellNone,0x1B61,(LF_SHORT) -1
eArtifactPendantOfAgitation,0x1B5A,106
eSecSkillDefense,0x1AD8,23
eSecSkillOffense,0x1AD8,22
eHeroViDomina,0x1D96,78
eArtifactStoicWatchman,0x1B5A,64
WHIRLPOOL,0x2D17,111
eHeroFafner,0x1D96,37
eHeroClancy,0x1D96,22
eHeroThant,0x1D96,76
eHeroThane,0x1D96,33
eHeroBron,0x1D96,112
eHeroFion,0x1D96,48
eHeroGeon,0x1D96,92
eHeroGunnar,0x1D96,85
eHeroRion,0x1D96,8
eHeroLoynis,0x1D96,14
eSpellEffectMeteorShower,0x1F15,16
TERRAIN_MOUNTAIN,0x2D17,134
_MAX_BYTES,0x13C4,128
eSecSkillBattlefieldBallistics,0x1AD8,20
eHeroMirlanda,0x1D96,120
fountain_of_fortune_sound,0x2D1D,16
eArtifactBlackshardOfTheDeadKnight,0x1B5A,8
SPECIAL_BUILDING_ID,0x1C8D,17
swordsman_generator_sound,0x2D1D,42
eSpellEffectHypnotize,0x1F15,21
eSecSkillEstates,0x1AD8,13
TERRAIN_MANDRAKE,0x2D17,131
eSchoolWater,0x1EEC,4
eArtifactTargOfTheRampagingOgre,0x1B5A,16
eArtifactHelmOfTheAlabasterUnicorn,0x1B5A,19
TERRAIN_MUSHROOM,0x2D17,129
const_thunderbird_generator,0x1C8D,41
const_capitol_hall,0x1C8D,13
eSchoolEarth,0x1EEC,8
const_hall_of_valhalla,0x1C8D,23
eCreatureGnollMarauder,0x1BAC,99
kMaxPrimarySkillLevel,0x2FBC,99
eCreatureChampion,0x1BAC,11
eSecSkillSorcery,0x1AD8,25
eArtifactAmuletOfTheUndertaker,0x1B5A,54
eArtifactSpellbook,0x1B5A,0
TERRAIN_YUCCA_TREE,0x2D17,160
eCreatureSkeleton,0x1BAC,56
eCreatureHellHound,0x1BAC,46
